L	opf	cc	jcc
0.512	0.0131674	0.0186492	0.011878
0.513	0.0131487	0.0186348	0.0118556
0.514	0.0131319	0.0186209	0.0118175
0.515	0.0131034	0.0185983	0.0117776
0.516	0.0130945	0.0185923	0.0117574
0.517	0.0130812	0.0185834	0.0117313
0.518	0.0130529	0.0185608	0.0116952
0.519	0.0130198	0.0185334	0.0116482
0.52	0.0130094	0.0185269	0.0116296
0.521	0.0129976	0.018516	0.0116002
0.522	0.012973	0.0184989	0.0115685
0.523	0.0129524	0.0184859	0.0115386
0.524	0.0129391	0.0184722	0.011509
0.525	0.0129257	0.0184661	0.0114826
0.526	0.0129137	0.0184555	0.0114525
0.527	0.0128825	0.0184289	0.0114202
0.528	0.0128764	0.0184277	0.011394
0.529	0.0128488	0.018403	0.0113599
0.53	0.012832	0.018391	0.011325
0.531	0.0128075	0.0183723	0.0112947
0.532	0.0127776	0.018342	0.0112546
0.533	0.012767	0.0183383	0.0112267
0.534	0.0127506	0.0183272	0.0112
0.535	0.0127375	0.0183155	0.0111767
0.536	0.0126995	0.0182816	0.0111251
0.537	0.0127	0.0182895	0.0111072
0.538	0.0126741	0.0182664	0.0110739
0.539	0.0126523	0.0182513	0.0110377
0.54	0.0126448	0.0182477	0.0110228
0.541	0.0126258	0.0182352	0.0109812
0.542	0.0125919	0.0182034	0.0109434
0.543	0.0125883	0.0182022	0.0109207
0.544	0.0125576	0.018178	0.0108901
0.545	0.012538	0.0181593	0.0108506
0.546	0.0125176	0.0181435	0.0108202
0.547	0.0125044	0.0181357	0.0107897
0.548	0.0124835	0.0181221	0.0107581
0.549	0.0124695	0.0181122	0.0107346
0.55	0.0124482	0.0180919	0.010699
0.551	0.0124421	0.0180887	0.0106755
0.552	0.0124159	0.0180663	0.0106377
0.553	0.0123944	0.0180477	0.0106039
0.554	0.0123967	0.0180556	0.0105909
0.555	0.0123484	0.0180146	0.0105357
0.556	0.0123368	0.0180054	0.0105073
0.557	0.0123379	0.0180088	0.010494
0.558	0.0123042	0.0179849	0.0104538
0.559	0.012293	0.0179768	0.0104262
0.56	0.0122791	0.0179601	0.0104008
0.561	0.0122564	0.0179492	0.0103607
0.562	0.0122467	0.0179426	0.010343
0.563	0.0122249	0.0179273	0.0103079
0.564	0.012188	0.0178947	0.0102593
0.565	0.0121698	0.017881	0.010228
0.566	0.0121481	0.0178641	0.0101916
0.567	0.0121528	0.0178683	0.0101864
0.568	0.0121363	0.0178548	0.010156
0.569	0.0120953	0.0178194	0.0101003
0.57	0.0120971	0.0178304	0.010086
0.571	0.0120779	0.0178156	0.0100528
0.572	0.0120584	0.0177986	0.0100246
0.573	0.0120304	0.0177768	0.00998005
0.574	0.0120169	0.017764	0.00995649
0.575	0.0119975	0.0177535	0.00992377
0.576	0.01198	0.0177414	0.00989556
0.577	0.011954	0.0177147	0.00985798
0.578	0.0119393	0.0177137	0.00982858
0.579	0.0119239	0.0176963	0.00979881
0.58	0.0119128	0.0176898	0.00977904
0.581	0.011905	0.0176845	0.00975705
0.582	0.0118459	0.0176358	0.00968805
0.583	0.0118531	0.0176455	0.00968221
0.584	0.0118306	0.0176329	0.0096482
0.585	0.0118031	0.0176106	0.00960997
0.586	0.011818	0.017624	0.00959783
0.587	0.0117798	0.0175881	0.00955944
0.588	0.011743	0.0175626	0.00951037
0.589	0.0117335	0.0175598	0.00948833
0.59	0.0117301	0.0175635	0.00946517
0.591	0.0117018	0.0175393	0.00943105
0.592	0.0116968	0.0175406	0.00941305
0.593	0.0116607	0.0175107	0.0093636
0.594	0.0116581	0.0175125	0.00934652
0.595	0.0116422	0.0175021	0.00932506
0.596	0.0116199	0.0174836	0.00928875
0.597	0.0115991	0.017468	0.00924643
0.598	0.0115824	0.0174588	0.00922094
0.599	0.0115598	0.0174419	0.00918716
0.6	0.0115345	0.0174237	0.00914858
0.601	0.0115047	0.0173988	0.00911187
0.602	0.0114942	0.0173911	0.00908684
0.603	0.0114777	0.017383	0.00906116
0.604	0.0114621	0.0173731	0.00902777
0.605	0.0114453	0.0173649	0.00899728
0.606	0.0114222	0.0173474	0.00896701
0.607	0.0114099	0.01734	0.00894211
0.608	0.0113773	0.0173126	0.00889666
0.609	0.0113583	0.0173021	0.00886681
0.61	0.0113379	0.0172878	0.00883462
0.611	0.0113273	0.0172869	0.00881517
0.612	0.0113186	0.017277	0.00878948
0.613	0.0112883	0.0172551	0.00875172
0.614	0.0112865	0.0172599	0.00873453
0.615	0.0112687	0.0172457	0.00870579
0.616	0.0112334	0.0172234	0.00865781
0.617	0.0112147	0.0172099	0.00862435
0.618	0.0112055	0.0172008	0.00860477
0.619	0.0111801	0.0171897	0.00856852
0.62	0.0111696	0.0171841	0.00854475
0.621	0.0111523	0.0171747	0.00851468
0.622	0.0111284	0.0171538	0.00848965
0.623	0.0110899	0.0171274	0.00843551
0.624	0.0110788	0.0171263	0.00840202
0.625	0.0110692	0.0171174	0.00838536
0.626	0.0110627	0.0171203	0.00837194
0.627	0.0110087	0.0170735	0.00830386
0.628	0.0109993	0.0170692	0.00828725
0.629	0.0109888	0.0170695	0.00825425
0.63	0.0109698	0.017057	0.00822743
0.631	0.010937	0.0170302	0.00818552
0.632	0.0109371	0.0170327	0.00816802
0.633	0.01092	0.0170319	0.0081376
0.634	0.0108804	0.0169988	0.0080926
0.635	0.0108647	0.0169898	0.00806562
0.636	0.0108492	0.016974	0.00803807
0.637	0.0108153	0.0169546	0.00799081
0.638	0.0108083	0.0169496	0.00797267
0.639	0.010796	0.0169516	0.00794665
0.64	0.0107774	0.0169341	0.00791926
0.641	0.0107595	0.0169295	0.00788933
